Member,Staked (SHITMOS),Voting power
stars1x7rmrf8wh7yukflu7h2sc98rk2usmy4zqls5yq,1,0.1251564455569462
stars1x886j0sdzphknkn2j7tpvkph6sxcxrc75d8t2y,1,0.1251564455569462
stars1xhkqnlfdyvqlazufd0cnyf87plcfpn6c4e9t95,1,0.1251564455569462
stars1xk9dsqx5wz44c58e2m5qes2xdgvsc5xg63pdh3,1,0.1251564455569462
stars1xkz8xwpzkjwru77cvkjjqsgcejcvnrzx9qc4zw,1,0.1251564455569462
stars1xp0qs6pkay2jssu58p8eap0epdhwx5mqrs5c3a,1,0.1251564455569462
stars1y099aycmsx7fr3f5yu0ndkrctatn6dx968yt32,1,0.1251564455569462
stars1y9mypaa2tyxga34f9dn3qdhng63wxstxmsuk87,1,0.1251564455569462
stars1ydj98tcyax0hey6qldm8mrfe20ml644xs0g8pr,1,0.1251564455569462
stars1yhs2k5fnmvxm633d8w0anl9d88lavvfjfl2kyz,1,0.1251564455569462
stars1yjx5qht3mhc7tz0fvfx2r092qv6cg9w6c86834,1,0.1251564455569462
stars1z58r43cqfvyls75kacvckxk7r9namday0pjdvy,1,0.1251564455569462
stars1z5x07m62laz6thm8quanqgvg42gz99s833eaqw,1,0.1251564455569462
stars1zav5sx9quvzzxvzsl6jyzd50rlhvr0qncy6jcr,1,0.1251564455569462
stars1zcy7h9vpj2g4w0xw3ta3ky977z6e6ht03dkjg3,1,0.1251564455569462
stars1zlzqugu38wv4my0lfyltvfnfce5l5vtvn86yqq,1,0.1251564455569462
stars1zvgz5ryz3rn0slt269cpqvhx8k63jpzfzxvp73,1,0.1251564455569462
stars1zx3wcr0yxgc7dmu303932srldw8c69p8cztmet,1,0.1251564455569462
